XNSE/KBIL_UADJ,Kirloskar Brothers Investments Ltd (KBIL) Unadjusted Stock Prices
XNSE/SIEMENS_UADJ,Siemens Ltd. (SIEMENS) Unadjusted Stock Prices
XNSE/IGPL_UADJ,I G Petrochemicals Ltd. (IGPL) Unadjusted Stock Prices
XNSE/REDINGTON_UADJ,Redington (India) Ltd. (REDINGTON) Unadjusted Stock Prices
XNSE/ARVSMART_UADJ,Arvind SmartSpaces Ltd. (ARVSMART) Unadjusted Stock Prices
XNSE/ORIENTALTL_UADJ,Oriental Trimex Ltd. (ORIENTALTL) Unadjusted Stock Prices
XNSE/GDL_UADJ,Gateway Distriparks Ltd. (GDL) Unadjusted Stock Prices
XNSE/DCMSHRIRAM_UADJ,DCM Shriram Ltd. (DCMSHRIRAM) Unadjusted Stock Prices
XNSE/JINDWORLD_UADJ,Jindal Worldwide Ltd. (JINDWORLD) Unadjusted Stock Prices
XNSE/HATHWAY_UADJ,Hathway Cable & Datacom Limited (HATHWAY) Unadjusted Stock Prices
XNSE/TCS_UADJ,Tata Consultancy Services (TCS) Unadjusted Stock Prices
XNSE/SETFNIFJR_UADJ,SBI Funds Management Private Limited (SETFNIFJR) Unadjusted Stock Prices
XNSE/INDOWIND_UADJ,Indowind Energy Ltd. (INDOWIND) Unadjusted Stock Prices
XNSE/MFHOCT36M19G_UADJ,HDFC Asset Management Company Ltd. (MFHOCT36M19G) Unadjusted Stock Prices
XNSE/SIYSIL_UADJ,Siyaram Silk Mills Ltd. (SIYSIL) Unadjusted Stock Prices
XNSE/CENTURYPLY_UADJ,Century Plyboards (India) Ltd. (CENTURYPLY) Unadjusted Stock Prices
XNSE/SANOFI_UADJ,Sanofi India Ltd (SANOFI) Unadjusted Stock Prices
XNSE/KCP_UADJ,KCP Ltd. (KCP) Unadjusted Stock Prices
XNSE/N1TCFSL_UADJ,Tata Capital Financial Services Limited (N1TCFSL) Unadjusted Stock Prices
XNSE/NDTV_UADJ,New Delhi Television Ltd. (NDTV) Unadjusted Stock Prices
XNSE/TNTELE_UADJ,Tamilnadu Telecommunications Ltd. (TNTELE) Unadjusted Stock Prices
XNSE/PANASONIC_UADJ,Panasonic Appliances India Co. Ltd (PANASONIC) Unadjusted Stock Prices
XNSE/KOUTONS_UADJ,Koutons Retail India Ltd. (KOUTONS) Unadjusted Stock Prices
XNSE/APOLSINHOT_UADJ,Apollo Sindoori Hotels Ltd. (APOLSINHOT) Unadjusted Stock Prices
XNSE/GANDHITUBE_UADJ,Gandhi Special Tubes Ltd. (GANDHITUBE) Unadjusted Stock Prices
XNSE/WELGLOB_UADJ,Welspun Global Brands Ltd. (WELGLOB) Unadjusted Stock Prices
XNSE/ALOKTEXT_UADJ,Alok Industries Ltd. (ALOKTEXT) Unadjusted Stock Prices
XNSE/SRHHLINDST_UADJ,SRHHL Industries Ltd (SRHHLINDST) Unadjusted Stock Prices
XNSE/IGS_UADJ,iGate Global Solutions Ltd. (IGS) Unadjusted Stock Prices
XNSE/TPLPLASTEH_UADJ,TPL Plastech Ltd. (TPLPLASTEH) Unadjusted Stock Prices
XNSE/ATNINTER_UADJ,ATN International Ltd. (ATNINTER) Unadjusted Stock Prices
XNSE/SKUMARSYNF_UADJ,S. Kumars Nationwide Ltd. (SKUMARSYNF) Unadjusted Stock Prices
XNSE/SATHAISPAT_UADJ,Sathavahana Ispat Ltd. (SATHAISPAT) Unadjusted Stock Prices
XNSE/NSIL_UADJ,Nalwa Sons Investments Ltd. (NSIL) Unadjusted Stock Prices
XNSE/RASOYPR_UADJ,Rasoya Proteins Ltd. (RASOYPR) Unadjusted Stock Prices
XNSE/FINPIPE_UADJ,Finolex Industries Ltd. (FINPIPE) Unadjusted Stock Prices
XNSE/DUNCANSLTD_UADJ,Duncans Industries Ltd. (DUNCANSLTD) Unadjusted Stock Prices
XNSE/MOSERBAER_UADJ,Moser Baer India Ltd. (MOSERBAER) Unadjusted Stock Prices
XNSE/GICHSGFIN_UADJ,GIC Housing Finance Ltd. (GICHSGFIN) Unadjusted Stock Prices
XNSE/TAKE_UADJ,Take Solutions Ltd. (TAKE) Unadjusted Stock Prices
XNSE/KWALITY_UADJ,Kwality Ltd (KWALITY) Unadjusted Stock Prices
XNSE/VSSL_UADJ,Vardhman Special Steels Ltd. (VSSL) Unadjusted Stock Prices
XNSE/PANAMAPET_UADJ,Panama Petrochem Ltd. (PANAMAPET) Unadjusted Stock Prices
XNSE/PFC_UADJ,Power Finance Corporation Ltd. (PFC) Unadjusted Stock Prices
XNSE/NEULANDLAB_UADJ,Neuland Laboratories Ltd. (NEULANDLAB) Unadjusted Stock Prices
XNSE/RELNV20_UADJ,Reliance Nippon Life Asset Management Ltd. (RELNV20) Unadjusted Stock Prices
XNSE/RAIREKMOH_UADJ,Raisaheb Rekhchand Mohota Spinning & Weaving Mills (RAIREKMOH) Unadjusted Stock Prices
XNSE/PRAKASHCON_UADJ,Prakash Constrowell Ltd (PRAKASHCON) Unadjusted Stock Prices
XNSE/MFIDFCD1296_UADJ,IDFC Asset Management Company Limited (MFIDFCD1296) Unadjusted Stock Prices
XNSE/E1ORIENTPPR_UADJ,Orient Paper & Industries Ltd. (E1ORIENTPPR) Unadjusted Stock Prices
XNSE/HDIL_UADJ,Housing Development & Infrastructure Ltd. (HDIL) Unadjusted Stock Prices
XNSE/VISASTEEL_UADJ,Visa Steel Ltd. (VISASTEEL) Unadjusted Stock Prices
XNSE/PRADIP_UADJ,Pradip Overseas Ltd. (PRADIP) Unadjusted Stock Prices
XNSE/NAHARPOLY_UADJ,Nahar Poly Films Ltd (NAHARPOLY) Unadjusted Stock Prices
XNSE/WELCORP_UADJ,Welspun Corp Ltd. (WELCORP) Unadjusted Stock Prices
XNSE/N2IDFC_UADJ,IDFC Ltd (N2IDFC) Unadjusted Stock Prices
XNSE/EVERONN_UADJ,Everonn Education Ltd (EVERONN) Unadjusted Stock Prices
XNSE/MBLINFRA_UADJ,MBL Infrastructures Limited (MBLINFRA) Unadjusted Stock Prices
XNSE/MADRASFERT_UADJ,Madras Fertilizers Ltd. (MADRASFERT) Unadjusted Stock Prices
XNSE/HCLTECH_UADJ,HCL Technologies Ltd. (HCLTECH) Unadjusted Stock Prices
XNSE/PAREKHPLAT_UADJ,Parekh Platinum Ltd. (PAREKHPLAT) Unadjusted Stock Prices
XNSE/RAIN_UADJ,Rain Industries Ltd (RAIN) Unadjusted Stock Prices
XNSE/W1NETWORK18_UADJ,Network 18 Media & Investments Ltd. (W1NETWORK18) Unadjusted Stock Prices
XNSE/N7IDFC_UADJ,IDFC Ltd (N7IDFC) Unadjusted Stock Prices
XNSE/BHARTIARTL_UADJ,Bharti Airtel Ltd. (BHARTIARTL) Unadjusted Stock Prices
XNSE/LAOPALA_UADJ,La Opala RG Ltd. (LAOPALA) Unadjusted Stock Prices
XNSE/GLAXO_UADJ,GlaxoSmithkline Pharmaceuticals Ltd (GLAXO) Unadjusted Stock Prices
XNSE/N3RELIFIN_UADJ,Religare Finvest Limited (N3RELIFIN) Unadjusted Stock Prices
XNSE/N2HUDCO_UADJ,Housing & Urban Development Corporation. (N2HUDCO) Unadjusted Stock Prices
XNSE/TECPRO_UADJ,Tecpro Systems Ltd (TECPRO) Unadjusted Stock Prices
XNSE/JUMBO_UADJ,Jumbo Bag Ltd. (JUMBO) Unadjusted Stock Prices
XNSE/SMPL_UADJ,Splendid Metal Products Ltd. (SMPL) Unadjusted Stock Prices
XNSE/E1SPARC_UADJ,Sun Pharma Advanced Research Co. Ltd (E1SPARC) Unadjusted Stock Prices
XNSE/COSMOFILMS_UADJ,Cosmo Films Ltd. (COSMOFILMS) Unadjusted Stock Prices
XNSE/GULFPETRO_UADJ,GP Petroleums Ltd. (GULFPETRO) Unadjusted Stock Prices
XNSE/DENABANK_UADJ,Dena Bank (DENABANK) Unadjusted Stock Prices
XNSE/BANSWRAS_UADJ,Banswara Syntex Ltd. (BANSWRAS) Unadjusted Stock Prices
XNSE/Q1TATASTEEL_UADJ,Tata Steel Ltd. (Q1TATASTEEL) Unadjusted Stock Prices
XNSE/TARMAT_UADJ,Tarmat Ltd (TARMAT) Unadjusted Stock Prices
XNSE/MFFTFTF16GR_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF16GR) Unadjusted Stock Prices
XNSE/RNRL_UADJ,Reliance Natural Resources Ltd. (RNRL) Unadjusted Stock Prices
XNSE/SMLISUZU_UADJ,SML Isuzu Ltd (SMLISUZU) Unadjusted Stock Prices
XNSE/AROGRANITE_UADJ,Aro Granite Industries Ltd. (AROGRANITE) Unadjusted Stock Prices
XNSE/TARAPUR_UADJ,Tarapur Transformers Ltd. (TARAPUR) Unadjusted Stock Prices
XNSE/MFIPRU1795_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU1795) Unadjusted Stock Prices
XNSE/CCCL_UADJ,Consolidated Construction Consortium Ltd. (CCCL) Unadjusted Stock Prices
XNSE/PNB_UADJ,Punjab National Bank (PNB) Unadjusted Stock Prices
XNSE/PLASTIBLEN_UADJ,Plastiblends India Ltd. (PLASTIBLEN) Unadjusted Stock Prices
XNSE/BSLGOLDETF_UADJ,Birla Sun Life Asset Management Company Ltd (BSLGOLDETF) Unadjusted Stock Prices
XNSE/MFIPRU8470_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU8470) Unadjusted Stock Prices
XNSE/P2JSWSTEEL_UADJ,JSW Steel Ltd. (P2JSWSTEEL) Unadjusted Stock Prices
XNSE/AZTECSOFT_UADJ,Aztecsoft Ltd (AZTECSOFT) Unadjusted Stock Prices
XNSE/AUTOLITIND_UADJ,Autolite (India) Ltd. (AUTOLITIND) Unadjusted Stock Prices
XNSE/JUSTDIAL_UADJ,Just Dial Ltd (JUSTDIAL) Unadjusted Stock Prices
XNSE/MAXWELL_UADJ,VIP Clothing Ltd. (MAXWELL) Unadjusted Stock Prices
XNSE/MFDWSHYD13GP_UADJ,DHFL Pramerica Asset Managers Private Limited (MFDWSHYD13GP) Unadjusted Stock Prices
XNSE/TATAPOWER_UADJ,Tata Power Co. Ltd. (TATAPOWER) Unadjusted Stock Prices
XNSE/ITHECINFRA_UADJ,HEC Infra Projects Ltd (ITHECINFRA) Unadjusted Stock Prices
XNSE/PLETHICO_UADJ,Plethico Pharmaceuticals Ltd. (PLETHICO) Unadjusted Stock Prices
XNSE/ATLANTA_UADJ,Atlanta Ltd. (ATLANTA) Unadjusted Stock Prices
XNSE/V2RETAIL_UADJ,V2 Retail Ltd (V2RETAIL) Unadjusted Stock Prices
XNSE/IMFA_UADJ,Indian Metals & Ferro Alloys Ltd. (IMFA) Unadjusted Stock Prices
XNSE/CINEVISTA_UADJ,Cinevista Ltd (CINEVISTA) Unadjusted Stock Prices
XNSE/FMNL_UADJ,Future Market Networks Ltd (FMNL) Unadjusted Stock Prices
XNSE/ORISSAMINE_UADJ,Orissa Minerals Development Co Ltd (ORISSAMINE) Unadjusted Stock Prices
XNSE/DUCON_UADJ,Ducon Infratechnologies Ltd. (DUCON) Unadjusted Stock Prices
XNSE/NETWORK18_UADJ,Network 18 Media & Investments Ltd. (NETWORK18) Unadjusted Stock Prices
XNSE/IOLN_UADJ,IOL Netcom Ltd. (IOLN) Unadjusted Stock Prices
XNSE/MANAKSIA_UADJ,Manaksia Ltd. (MANAKSIA) Unadjusted Stock Prices
XNSE/OCTAV_UADJ,Octav Investments Ltd (OCTAV) Unadjusted Stock Prices
XNSE/COMSYS_UADJ,Compulink Systems Ltd. (COMSYS) Unadjusted Stock Prices
XNSE/BRFL_UADJ,Bombay Rayon Fashions Ltd. (BRFL) Unadjusted Stock Prices
XNSE/VRLLOG_UADJ,VRL Logistics Ltd (VRLLOG) Unadjusted Stock Prices
XNSE/ECEIND_UADJ,ECE Industries Ltd. (ECEIND) Unadjusted Stock Prices
XNSE/ACC_UADJ,ACC Ltd (ACC) Unadjusted Stock Prices
XNSE/HINDCOMPOS_UADJ,Hindustan Composites Ltd. (HINDCOMPOS) Unadjusted Stock Prices
XNSE/SMMITCON_UADJ,MITCON Consultancy & Engineering Services Ltd (SMMITCON) Unadjusted Stock Prices
XNSE/TTKHEALTH_UADJ,TTK Healthcare Ltd. (TTKHEALTH) Unadjusted Stock Prices
XNSE/CUMMINSIND_UADJ,Cummins India Ltd. (CUMMINSIND) Unadjusted Stock Prices
XNSE/CENTENKA_UADJ,Century Enka Ltd. (CENTENKA) Unadjusted Stock Prices
XNSE/W2BHARATFORG_UADJ,Bharat Forge Ltd. (W2BHARATFORG) Unadjusted Stock Prices
XNSE/N4IDFC_UADJ,IDFC Ltd (N4IDFC) Unadjusted Stock Prices
XNSE/NETFINCO_UADJ,Netflier Finco Ltd. (NETFINCO) Unadjusted Stock Prices
XNSE/KOTAKBKETF_UADJ,Kotak Mahindra Asset Management Company Ltd (KOTAKBKETF) Unadjusted Stock Prices
XNSE/KEI_UADJ,KEI Industries Ltd. (KEI) Unadjusted Stock Prices
XNSE/CAROLINFO_UADJ,Carol Info Services Ltd (CAROLINFO) Unadjusted Stock Prices
XNSE/VARDMNPOLY_UADJ,Vardhman Polytex Ltd. (VARDMNPOLY) Unadjusted Stock Prices
XNSE/UCALFUEL_UADJ,UCAL Fuel Systems Ltd. (UCALFUEL) Unadjusted Stock Prices
XNSE/SUNDARAM_UADJ,Sundaram Multi Pap Ltd. (SUNDARAM) Unadjusted Stock Prices
XNSE/PSL_UADJ,PSL Ltd. (PSL) Unadjusted Stock Prices
XNSE/TODAYS_UADJ,Today`s Writing Instruments Ltd (TODAYS) Unadjusted Stock Prices
XNSE/VLSFINANCE_UADJ,VLS Finance Ltd. (VLSFINANCE) Unadjusted Stock Prices
XNSE/HINDPETRO_UADJ,Hindustan Petroleum Corporation Ltd. (HINDPETRO) Unadjusted Stock Prices
XNSE/INNOIND_UADJ,Innoventive Industries Ltd (INNOIND) Unadjusted Stock Prices
XNSE/MOTILALOFS_UADJ,Motilal Oswal Financial Services Ltd. (MOTILALOFS) Unadjusted Stock Prices
XNSE/MAGMA_UADJ,Magma Fincorp Ltd (MAGMA) Unadjusted Stock Prices
XNSE/MALUPAPER_UADJ,Malu Paper Mills Ltd. (MALUPAPER) Unadjusted Stock Prices
XNSE/SHYAMTEL_UADJ,Shyam Telecom Ltd. (SHYAMTEL) Unadjusted Stock Prices
XNSE/SHREERAMA_UADJ,Shree Rama Multi-Tech Ltd. (SHREERAMA) Unadjusted Stock Prices
XNSE/CRESTANI_UADJ,Crest Animation Studios Ltd. (CRESTANI) Unadjusted Stock Prices
XNSE/JSWISPAT_UADJ,JSW ISPAT Steel Ltd (JSWISPAT) Unadjusted Stock Prices
XNSE/JUBLINDS_UADJ,Jubilant Industries Ltd (JUBLINDS) Unadjusted Stock Prices
XNSE/EVERESTIND_UADJ,Everest Industries Ltd. (EVERESTIND) Unadjusted Stock Prices
XNSE/N1NHAI_UADJ,National Highways Authority of India (N1NHAI) Unadjusted Stock Prices
XNSE/KOTAKPSUBK_UADJ,Kotak Mahindra Asset Management Company Ltd (KOTAKPSUBK) Unadjusted Stock Prices
XNSE/STERLINBIO_UADJ,Sterling Biotech Ltd. (STERLINBIO) Unadjusted Stock Prices
XNSE/BPL_UADJ,BPL Ltd. (BPL) Unadjusted Stock Prices
XNSE/WINSOMEDJ_UADJ,Winsome Diamonds & Jewellery Ltd (WINSOMEDJ) Unadjusted Stock Prices
XNSE/KAKATCEM_UADJ,Kakatiya Cement Sugar & Industries Ltd. (KAKATCEM) Unadjusted Stock Prices
XNSE/ASIANTILES_UADJ,Asian Granito India Ltd. (ASIANTILES) Unadjusted Stock Prices
XNSE/SANGAMIND_UADJ,Sangam (India) Ltd. (SANGAMIND) Unadjusted Stock Prices
XNSE/HINDUJAFO_UADJ,Hinduja Foundries Ltd. (HINDUJAFO) Unadjusted Stock Prices
XNSE/EVINIX_UADJ,Evinix Industries Ltd. (EVINIX) Unadjusted Stock Prices
XNSE/MONNETISPA_UADJ,Monnet Ispat & Energy Ltd. (MONNETISPA) Unadjusted Stock Prices
XNSE/UBL_UADJ,United Breweries Ltd (UBL) Unadjusted Stock Prices
XNSE/MUKANDLTD_UADJ,Mukand Ltd. (MUKANDLTD) Unadjusted Stock Prices
XNSE/MFSDF36M6GR_UADJ,SBI Funds Management Private Limited (MFSDF36M6GR) Unadjusted Stock Prices
XNSE/SRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (SRTRANSFIN) Unadjusted Stock Prices
XNSE/SIRPAPER_UADJ,Sirpur Paper Mills Ltd. (SIRPAPER) Unadjusted Stock Prices
XNSE/MFBSLFTPLLRG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLFTPLLRG) Unadjusted Stock Prices
XNSE/BANKBEES_UADJ,Goldman Sachs Asset Management (India) Pvt. Ltd. (BANKBEES) Unadjusted Stock Prices
XNSE/N5HUDCO_UADJ,Housing & Urban Development Corporation. (N5HUDCO) Unadjusted Stock Prices
XNSE/VARUN_UADJ,Varun Industries Ltd. (VARUN) Unadjusted Stock Prices
XNSE/GEPIL_UADJ,GE Power India Ltd (GEPIL) Unadjusted Stock Prices
XNSE/PSB_UADJ,Punjab & Sind Bank (PSB) Unadjusted Stock Prices
XNSE/JISLJALEQS_UADJ,Jain Irrigation Systems Ltd. (JISLJALEQS) Unadjusted Stock Prices
XNSE/SUPREMETEX_UADJ,Supreme Tex mart Ltd (SUPREMETEX) Unadjusted Stock Prices
XNSE/HITECHCORP_UADJ,Hitech Corporation Ltd. (HITECHCORP) Unadjusted Stock Prices
XNSE/KPRMILL_UADJ,K.P.R. Mill Ltd. (KPRMILL) Unadjusted Stock Prices
XNSE/SEPOWER_UADJ,S.E. Power Ltd (SEPOWER) Unadjusted Stock Prices
XNSE/N6NHPC_UADJ,NHPC Limited (N6NHPC) Unadjusted Stock Prices
XNSE/GODAVRFERT_UADJ,Godavari Fertilisers & Chemicals Ltd. (GODAVRFERT) Unadjusted Stock Prices
XNSE/MFHCPO36MSRG_UADJ,HDFC Asset Management Company Ltd. (MFHCPO36MSRG) Unadjusted Stock Prices
XNSE/GILLANDERS_UADJ,Gillanders Arbuthnot & Co. Ltd. (GILLANDERS) Unadjusted Stock Prices
XNSE/MIRZAINT_UADJ,Mirza International Ltd. (MIRZAINT) Unadjusted Stock Prices
XNSE/SIMPLEXCAS_UADJ,Simplex Castings Ltd. (SIMPLEXCAS) Unadjusted Stock Prices
XNSE/SHAHALLOYS_UADJ,Shah Alloys Ltd. (SHAHALLOYS) Unadjusted Stock Prices
XNSE/N5IRFC_UADJ,Indian Railway Finance Corp (N5IRFC) Unadjusted Stock Prices
XNSE/RPOWER_UADJ,Reliance Power Ltd (RPOWER) Unadjusted Stock Prices
XNSE/CHESLINTEX_UADJ,Cheslind Textiles Ltd. (CHESLINTEX) Unadjusted Stock Prices
XNSE/HOTELEELA_UADJ,Hotel Leelaventure Ltd. (HOTELEELA) Unadjusted Stock Prices
XNSE/MFLTMFDE369G_UADJ,L&T Investment Management Limited (MFLTMFDE369G) Unadjusted Stock Prices
XNSE/SYMPHONY_UADJ,Symphony Ltd. (SYMPHONY) Unadjusted Stock Prices
XNSE/LUMAXTECH_UADJ,Lumax Auto Technologies Ltd. (LUMAXTECH) Unadjusted Stock Prices
XNSE/MHRIL_UADJ,Mahindra Holidays & Resorts India Limited (MHRIL) Unadjusted Stock Prices
XNSE/RUSHIL_UADJ,Rushil Decor Ltd (RUSHIL) Unadjusted Stock Prices
XNSE/AHLWEST_UADJ,Asian Hotels (West) Ltd (AHLWEST) Unadjusted Stock Prices
XNSE/SASTASUNDR_UADJ,Sastasundar Ventures Ltd. (SASTASUNDR) Unadjusted Stock Prices
XNSE/CHAMBLFERT_UADJ,Chambal Fertilizers & Chemicals Ltd. (CHAMBLFERT) Unadjusted Stock Prices
XNSE/ROHITFERRO_UADJ,Rohit Ferro-Tech Ltd. (ROHITFERRO) Unadjusted Stock Prices
XNSE/ESCORTS_UADJ,Escorts Ltd. (ESCORTS) Unadjusted Stock Prices
XNSE/TANFACIND_UADJ,TANFAC Industries Ltd. (TANFACIND) Unadjusted Stock Prices
XNSE/M_MFIN_UADJ,Mahindra & Mahindra Financial Services Ltd. (M&MFIN) Unadjusted Stock Prices
XNSE/PROVOGE_UADJ,Provogue (India) Ltd. (PROVOGE) Unadjusted Stock Prices
XNSE/PVR_UADJ,PVR Ltd. (PVR) Unadjusted Stock Prices
XNSE/KALPATPOWR_UADJ,Kalpataru Power Transmission Ltd. (KALPATPOWR) Unadjusted Stock Prices
XNSE/NDSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NDSRTRANSFIN) Unadjusted Stock Prices
XNSE/TVSMOTOR_UADJ,TVS Motor Co Ltd. (TVSMOTOR) Unadjusted Stock Prices
XNSE/BALASTEELS_UADJ,Shri Ramrupai Balaji Steels Ltd. (BALASTEELS) Unadjusted Stock Prices
XNSE/MUKANDENGG_UADJ,Mukand Engineers Ltd. (MUKANDENGG) Unadjusted Stock Prices
XNSE/AMBIKCO_UADJ,Ambika Cotton Mills Ltd. (AMBIKCO) Unadjusted Stock Prices
XNSE/ASAL_UADJ,Automotive Stampings & Assemblies Ltd. (ASAL) Unadjusted Stock Prices
XNSE/RUCHINFRA_UADJ,Ruchi Infrastructure Ltd. (RUCHINFRA) Unadjusted Stock Prices
XNSE/JINDALPOLY_UADJ,Jindal Poly Films Ltd. (JINDALPOLY) Unadjusted Stock Prices
XNSE/ORTEL_UADJ,Ortel Communications Ltd. (ORTEL) Unadjusted Stock Prices
XNSE/N1RECLTD_UADJ,Rural Electrification Corporation Ltd (N1RECLTD) Unadjusted Stock Prices
XNSE/ONELIFECAP_UADJ,OneLife Capital Advisors Ltd (ONELIFECAP) Unadjusted Stock Prices
XNSE/SMEMKAYTOOLS_UADJ,Emkay Taps & Cutting Tools Ltd. (SMEMKAYTOOLS) Unadjusted Stock Prices
XNSE/DAAWAT_UADJ,LT Foods Ltd. (DAAWAT) Unadjusted Stock Prices
XNSE/DCMFINSERV_UADJ,DCM Financial Services Ltd. (DCMFINSERV) Unadjusted Stock Prices
XNSE/WIPRO_UADJ,Wipro Ltd. (WIPRO) Unadjusted Stock Prices
XNSE/PUNJLLOYD_UADJ,Punj Lloyd Ltd. (PUNJLLOYD) Unadjusted Stock Prices
XNSE/TULSYAN_UADJ,Tulsyan NEC Ltd. (TULSYAN) Unadjusted Stock Prices
XNSE/MFDWSHYD5GR_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD5GR) Unadjusted Stock Prices
XNSE/CORAL_HUB_UADJ,Coral Hub Ltd. (CORAL.HUB) Unadjusted Stock Prices
XNSE/AMTEKAUTO_UADJ,Amtek Auto Ltd. (AMTEKAUTO) Unadjusted Stock Prices
XNSE/INOXWIND_UADJ,Inox Wind Ltd (INOXWIND) Unadjusted Stock Prices
XNSE/RELAXO_UADJ,Relaxo Footwears Ltd. (RELAXO) Unadjusted Stock Prices
XNSE/E1ALOKTEXT_UADJ,Alok Industries Ltd. (E1ALOKTEXT) Unadjusted Stock Prices
XNSE/RIIL_UADJ,Reliance Industrial Infrastructure Ltd. (RIIL) Unadjusted Stock Prices
XNSE/LYPSAGEMS_UADJ,Lypsa Gems & Jewellery Ltd (LYPSAGEMS) Unadjusted Stock Prices
XNSE/BBL_UADJ,Bharat Bijlee Ltd. (BBL) Unadjusted Stock Prices
XNSE/INDUSINDBK_UADJ,IndusInd Bank Ltd. (INDUSINDBK) Unadjusted Stock Prices
XNSE/SPIC_UADJ,Southern Petrochemicals Industries Corporation Ltd (SPIC) Unadjusted Stock Prices
XNSE/DQE_UADJ,DQ Entertainment (International) Ltd. (DQE) Unadjusted Stock Prices
XNSE/DALMIABHA_UADJ,Dalmia Bharat Ltd (DALMIABHA) Unadjusted Stock Prices
XNSE/W1MORARJETEX_UADJ,Morarjee Textiles Ltd. (W1MORARJETEX) Unadjusted Stock Prices
XNSE/SAMTEL_UADJ,Samtel Color Ltd. (SAMTEL) Unadjusted Stock Prices
XNSE/SUPRAJIT_UADJ,Suprajit Engineering Ltd. (SUPRAJIT) Unadjusted Stock Prices
XNSE/SRGINFOTEC_UADJ,PAN India Corporation Ltd. (SRGINFOTEC) Unadjusted Stock Prices
XNSE/TATASPONGE_UADJ,Tata Sponge Iron Ltd. (TATASPONGE) Unadjusted Stock Prices
XNSE/PDSMFL_UADJ,PDS Multinational Fashions Ltd (PDSMFL) Unadjusted Stock Prices
XNSE/ELNET_UADJ,Elnet Technologies Ltd. (ELNET) Unadjusted Stock Prices
XNSE/SOUTHBANK_UADJ,South Indian Bank Ltd. (SOUTHBANK) Unadjusted Stock Prices
XNSE/ALPSINDUS_UADJ,Alps Industries Ltd. (ALPSINDUS) Unadjusted Stock Prices
XNSE/VISESHINFO_UADJ,MPS Infotecnics Ltd. (VISESHINFO) Unadjusted Stock Prices
XNSE/STER_UADJ,Sterlite Industries (India) Ltd. (STER) Unadjusted Stock Prices
XNSE/MUKTAARTS_UADJ,Muktaa Arts Ltd (MUKTAARTS) Unadjusted Stock Prices
XNSE/TVTODAY_UADJ,TV Today Network (TVTODAY) Unadjusted Stock Prices
XNSE/BLUESTINFO_UADJ,Blue Star Infotech Ltd. (BLUESTINFO) Unadjusted Stock Prices
XNSE/ZENSARTECH_UADJ,Zensar Technologies Ltd. (ZENSARTECH) Unadjusted Stock Prices
XNSE/HCIL_UADJ,Himadri Speciality Chemical Ltd. (HCIL) Unadjusted Stock Prices
XNSE/MANINDS_UADJ,Man Industries (India) Ltd. (MANINDS) Unadjusted Stock Prices
XNSE/M100_UADJ,Motilal Oswal Asset Management Company Limited (M100) Unadjusted Stock Prices
XNSE/PILANIINV_UADJ,Pilani Investment & Industries Corporation Ltd (PILANIINV) Unadjusted Stock Prices
XNSE/ORBITCORP_UADJ,Orbit Corporation Ltd. (ORBITCORP) Unadjusted Stock Prices
XNSE/BRITANNIA_UADJ,Britannia Industries Ltd. (BRITANNIA) Unadjusted Stock Prices
XNSE/IFL_UADJ,India Foils Ltd. (IFL) Unadjusted Stock Prices
XNSE/SUMEETINDS_UADJ,Sumeet Industries Ltd. (SUMEETINDS) Unadjusted Stock Prices
XNSE/W1INDHOTEL_UADJ,Indian Hotels Co. Ltd. (W1INDHOTEL) Unadjusted Stock Prices
XNSE/IVC_UADJ,IL & FS Investment Managers Ltd. (IVC) Unadjusted Stock Prices
XNSE/NAVINFLUOR_UADJ,Navin Fluorine International Ltd. (NAVINFLUOR) Unadjusted Stock Prices
XNSE/MALWACOTT_UADJ,Malwa Cotton Spinning Mills Ltd. (MALWACOTT) Unadjusted Stock Prices
XNSE/JENSONICOL_UADJ,Jenson & Nicholson (India) Ltd. (JENSONICOL) Unadjusted Stock Prices
XNSE/KOPDRUGS_UADJ,KDL Biotech Ltd. (KOPDRUGS) Unadjusted Stock Prices
XNSE/RUCHISOYA_UADJ,Ruchi Soya Industries Ltd. (RUCHISOYA) Unadjusted Stock Prices
XNSE/PANACEABIO_UADJ,Panacea Biotec Ltd. (PANACEABIO) Unadjusted Stock Prices
XNSE/UCOBANK_UADJ,UCO Bank (UCOBANK) Unadjusted Stock Prices
XNSE/PPAP_UADJ,PPAP Automotive Ltd. (PPAP) Unadjusted Stock Prices
XNSE/N4INDHOTEL_UADJ,Indian Hotels Co. Ltd. (N4INDHOTEL) Unadjusted Stock Prices
XNSE/CHI_UADJ,CHI Investments Ltd (CHI) (CHI) Unadjusted Stock Prices
XNSE/STYABS_UADJ,INEOS Styrolution India Ltd. (STYABS) Unadjusted Stock Prices
XNSE/TINPLATE_UADJ,Tinplate Company of India Ltd. (TINPLATE) Unadjusted Stock Prices
XNSE/JUBILANT_UADJ,Jubilant Life Sciences Ltd (JUBILANT) Unadjusted Stock Prices
