XNSE/JAIHINDPRO_UADJ,Jaihind Projects Ltd. (JAIHINDPRO) Unadjusted Stock Prices
XNSE/N1SBIN_UADJ,State Bank of India (N1SBIN) Unadjusted Stock Prices
XNSE/N2NHAI_UADJ,National Highways Authority of India (N2NHAI) Unadjusted Stock Prices
XNSE/TATASTEEL_UADJ,Tata Steel Ltd. (TATASTEEL) Unadjusted Stock Prices
XNSE/KANANIIND_UADJ,Kanani Industries Ltd. (KANANIIND) Unadjusted Stock Prices
XNSE/BROADCAST_UADJ,Broadcast Initiatives Ltd. (BROADCAST) Unadjusted Stock Prices
XNSE/KITEX_UADJ,Kitex Garments Ltd. (KITEX) Unadjusted Stock Prices
XNSE/WEBELSOLAR_UADJ,Websol Energy System Ltd (WEBELSOLAR) Unadjusted Stock Prices
XNSE/KEYCORPSER_UADJ,Keynote Corporate Services Ltd. (KEYCORPSER) Unadjusted Stock Prices
XNSE/SALSTEEL_UADJ,SAL Steel Ltd (SALSTEEL) Unadjusted Stock Prices
XNSE/JMTAUTOLTD_UADJ,JMT Auto Ltd. (JMTAUTOLTD) Unadjusted Stock Prices
XNSE/VIMALOIL_UADJ,Vimal Oil & Foods Ltd. (VIMALOIL) Unadjusted Stock Prices
XNSE/RAMCOIND_UADJ,Ramco Industries Ltd. (RAMCOIND) Unadjusted Stock Prices
XNSE/MFRDAFTIIPAG_UADJ,Reliance Capital Asset Management Ltd (MFRDAFTIIPAG) Unadjusted Stock Prices
XNSE/KSE_UADJ,KSE Ltd. (KSE) Unadjusted Stock Prices
XNSE/LFIC_UADJ,Lakshmi Finance & Industrial Corporation Ltd (LFIC) Unadjusted Stock Prices
XNSE/KLGSYSTEL_UADJ,KLG Systel Ltd. (KLGSYSTEL) Unadjusted Stock Prices
XNSE/N1TATACOFFEE_UADJ,Tata Coffee Ltd. (N1TATACOFFEE) Unadjusted Stock Prices
XNSE/SOFTTECHGR_UADJ,STG Lifecare Ltd (SOFTTECHGR) Unadjusted Stock Prices
XNSE/KAMATHOTEL_UADJ,Kamat Hotels (India) Ltd (KAMATHOTEL) Unadjusted Stock Prices
XNSE/CAIRN_UADJ,Cairn India Ltd. (CAIRN) Unadjusted Stock Prices
XNSE/LAKSHMIEFL_UADJ,Lakshmi Energy and Foods Ltd (LAKSHMIEFL) Unadjusted Stock Prices
XNSE/8KMILES_UADJ,8K Miles Software Services Ltd (8KMILES) Unadjusted Stock Prices
XNSE/VINYLINDIA_UADJ,Vinyl Chemicals (India) Ltd. (VINYLINDIA) Unadjusted Stock Prices
XNSE/TAJGVK_UADJ,Taj GVK Hotels & Resorts Ltd. (TAJGVK) Unadjusted Stock Prices
XNSE/SIMPLEXINF_UADJ,Simplex Infrastructure Ltd (SIMPLEXINF) Unadjusted Stock Prices
XNSE/APOLLOHOSP_UADJ,Apollo Hospitals Enterprises Ltd. (APOLLOHOSP) Unadjusted Stock Prices
XNSE/MFFTFTF13AGR_UADJ,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF13AGR) Unadjusted Stock Prices
XNSE/APLLTD_UADJ,Alembic Pharmaceuticals Ltd (APLLTD) Unadjusted Stock Prices
XNSE/DICIND_UADJ,DIC India Ltd. (DICIND) Unadjusted Stock Prices
XNSE/N3IDFC_UADJ,IDFC Ltd (N3IDFC) Unadjusted Stock Prices
XNSE/GEMINI_UADJ,Gemini Communications Ltd. (GEMINI) Unadjusted Stock Prices
XNSE/TIL_UADJ,TIL Ltd. (TIL) Unadjusted Stock Prices
XNSE/N5IDFC_UADJ,IDFC Ltd (N5IDFC) Unadjusted Stock Prices
XNSE/BAJAJHLDNG_UADJ,Bajaj Holdings & Investment Ltd (BAJAJHLDNG) Unadjusted Stock Prices
XNSE/COX_KINGS_UADJ,Cox and Kings Ltd. (COX&KINGS) Unadjusted Stock Prices
XNSE/PATINTLOG_UADJ,Patel Integrated Logistics Ltd. (PATINTLOG) Unadjusted Stock Prices
XNSE/KIRLOSIND_UADJ,Kirloskar Industries Ltd. (KIRLOSIND) Unadjusted Stock Prices
XNSE/TWILITAKA_UADJ,Twilight Litaka Pharmaceuticals Ltd. (TWILITAKA) Unadjusted Stock Prices
XNSE/JAYPEEHOT_UADJ,Jaypee Hotels Ltd. (JAYPEEHOT) Unadjusted Stock Prices
XNSE/NNSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NNSRTRANSFIN) Unadjusted Stock Prices
XNSE/N8SREINFRA_UADJ,SREI Infrastructure Finance Ltd. (N8SREINFRA) Unadjusted Stock Prices
XNSE/ALMONDZ_UADJ,Almondz Global Securities Ltd (ALMONDZ) Unadjusted Stock Prices
XNSE/NESCO_UADJ,NESCO Ltd. (NESCO) Unadjusted Stock Prices
XNSE/GUJFLUORO_UADJ,Gujarat Fluorochemicals Ltd. (GUJFLUORO) Unadjusted Stock Prices
XNSE/AARTIIND_UADJ,Aarti Industries Ltd. (AARTIIND) Unadjusted Stock Prices
XNSE/NMDC_UADJ,NMDC Ltd. (NMDC) Unadjusted Stock Prices
XNSE/HITACHIHOM_UADJ,Hitachi Home & Life Solutions (India) Ltd. (HITACHIHOM) Unadjusted Stock Prices
XNSE/SGFL_UADJ,Shree Ganesh Forgings Ltd. (SGFL) Unadjusted Stock Prices
XNSE/CINEMAXIN_UADJ,Cinemax India Ltd (CINEMAXIN) Unadjusted Stock Prices
XNSE/OFSS_UADJ,Oracle Financial Services Software Ltd (OFSS) Unadjusted Stock Prices
XNSE/NHSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NHSRTRANSFIN) Unadjusted Stock Prices
XNSE/FCEL_UADJ,Future Consumer Enterprise Ltd. (FCEL) Unadjusted Stock Prices
XNSE/ZYLOG_UADJ,Zylog Systems Ltd. (ZYLOG) Unadjusted Stock Prices
XNSE/P1SAKUMA_UADJ,Sakuma Exports Ltd. (P1SAKUMA) Unadjusted Stock Prices
XNSE/GITANJALI_UADJ,Gitanjali Gems Ltd. (GITANJALI) Unadjusted Stock Prices
XNSE/WHIRLPOOL_UADJ,Whirlpool of India Ltd. (WHIRLPOOL) Unadjusted Stock Prices
XNSE/BHARATFORG_UADJ,Bharat Forge Ltd. (BHARATFORG) Unadjusted Stock Prices
XNSE/BEDMUTHA_UADJ,Bedmutha Industries Ltd (BEDMUTHA) Unadjusted Stock Prices
XNSE/DEEPAKNTR_UADJ,Deepak Nitrite Ltd. (DEEPAKNTR) Unadjusted Stock Prices
XNSE/PSUBNKBEES_UADJ,Goldman Sachs Asset Management (India) Pvt. Ltd. (PSUBNKBEES) Unadjusted Stock Prices
XNSE/STEELTUBES_UADJ,Steel Tubes of India Ltd. (STEELTUBES) Unadjusted Stock Prices
XNSE/APLAPOLLO_UADJ,APL Apollo Tubes Ltd. (APLAPOLLO) Unadjusted Stock Prices
XNSE/ECLERX_UADJ,eClerx Services Ltd. (ECLERX) Unadjusted Stock Prices
XNSE/NRSRTRANSFIN_UADJ,Shriram Transport Finance Co. Ltd. (NRSRTRANSFIN) Unadjusted Stock Prices
XNSE/BLISSGVS_UADJ,Bliss GVS Pharma Ltd. (BLISSGVS) Unadjusted Stock Prices
XNSE/ALLSEC_UADJ,Allsec Technologies Ltd. (ALLSEC) Unadjusted Stock Prices
XNSE/SHILPI_UADJ,Shilpi Cable Technologies Ltd (SHILPI) Unadjusted Stock Prices
XNSE/LEEL_UADJ,LEEL Electricals Ltd (LEEL) Unadjusted Stock Prices
XNSE/INDIACEM_UADJ,India Cements Ltd. (INDIACEM) Unadjusted Stock Prices
XNSE/NITINFIRE_UADJ,Nitin Fire Protection Industries Ltd. (NITINFIRE) Unadjusted Stock Prices
XNSE/SMSPHARMA_UADJ,SMS Pharmaceuticals Ltd. (SMSPHARMA) Unadjusted Stock Prices
XNSE/FCSSOFT_UADJ,FCS Software Solutions Ltd. (FCSSOFT) Unadjusted Stock Prices
XNSE/SUNTV_UADJ,Sun TV Network Ltd. (SUNTV) Unadjusted Stock Prices
XNSE/ABB_UADJ,ABB India Ltd (ABB) Unadjusted Stock Prices
XNSE/MFDWSHYD7GR_UADJ,Deutsche Asset Management (India) Pvt Ltd (MFDWSHYD7GR) Unadjusted Stock Prices
XNSE/INDTERRAIN_UADJ,Indian Terrain Fashions Ltd. (INDTERRAIN) Unadjusted Stock Prices
XNSE/POWERMECH,Power Mech Projects Ltd. (POWERMECH) Adjusted Stock Prices
XNSE/P2NETWORK18,Network 18 Media & Investments Ltd. (P2NETWORK18) Adjusted Stock Prices
XNSE/MUNJALSHOW,Munjal Showa Ltd. (MUNJALSHOW) Adjusted Stock Prices
XNSE/LAKSHVILAS,Lakshmi Vilas Bank Ltd. (LAKSHVILAS) Adjusted Stock Prices
XNSE/FINCABLES,Finolex Cables Ltd. (FINCABLES) Adjusted Stock Prices
XNSE/SKIPPER,Skipper Ltd (SKIPPER) Adjusted Stock Prices
XNSE/CRISIL,Crisil Ltd. (CRISIL) Adjusted Stock Prices
XNSE/TECHNOELEC,Techno Electric & Engineering Co. Ltd.
XNSE/LOVABLE,Lovable Lingerie Ltd (LOVABLE) Adjusted Stock Prices
XNSE/HITECHGEAR,The Hi-Tech Gears Ltd (HITECHGEAR) Adjusted Stock Prices
XNSE/PREMIERPOL,Premier Polyfilm Ltd. (PREMIERPOL) Adjusted Stock Prices
XNSE/KOVAI,Kovai Medical Center & Hospital Ltd.
XNSE/BFINVEST,BF Investment Ltd (BFINVEST) Adjusted Stock Prices
XNSE/OILCOUNTUB,Oil Country Tubular Ltd. (OILCOUNTUB) Adjusted Stock Prices
XNSE/EXCELCROP,Excel Crop Care Ltd. (EXCELCROP) Adjusted Stock Prices
XNSE/VASCONEQ,Vascon Engineers Limited (VASCONEQ) Adjusted Stock Prices
XNSE/ICNX100,ICICI Prudential Asset Management Company Ltd. (ICNX100) Adjusted Stock Prices
XNSE/N4ICIBK1107,ICICI Bank Ltd. (N4ICIBK1107) Adjusted Stock Prices
XNSE/BSELINFRA,BSEL Infrastructure Realty Ltd. (BSELINFRA) Adjusted Stock Prices
XNSE/N2SHRIRAMCIT,Shriram City Union Finance Ltd. (N2SHRIRAMCIT) Adjusted Stock Prices
XNSE/MANGTIMBER,Mangalam Timber Products Ltd. (MANGTIMBER) Adjusted Stock Prices
XNSE/N5L_TFINANCE,L&T Finance Limited. (N5L.TFINANCE) Adjusted Stock Prices
XNSE/N3MUTHOOTFIN,Muthoot Finance Ltd. (N3MUTHOOTFIN) Adjusted Stock Prices
XNSE/MINDACORP,Minda Corporation Ltd (MINDACORP) Adjusted Stock Prices
XNSE/AIAENG,AIA Engineering Ltd. (AIAENG) Adjusted Stock Prices
XNSE/SHIV_VANI,SVOGL Oil Gas & Energy Ltd. (SHIV_VANI) Adjusted Stock Prices
XNSE/GUJNREDVR,Gujarat NRE Coke Ltd (GUJNREDVR) Adjusted Stock Prices
XNSE/AMRUTANJAN,Amrutanjan Health Care Ltd (AMRUTANJAN) Adjusted Stock Prices
XNSE/GEINDSYS,GEI Industrial Systems Ltd. (GEINDSYS) Adjusted Stock Prices
XNSE/NUSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NUSRTRANSFIN) Adjusted Stock Prices
XNSE/KESARENT,Kesar Enterprises Ltd. (KESARENT) Adjusted Stock Prices
XNSE/BIOCON,Biocon (BIOCON) Adjusted Stock Prices
XNSE/N4SBIN,State Bank of India (N4SBIN) Adjusted Stock Prices
XNSE/IGL,Indraprastha Gas (IGL) Adjusted Stock Prices
XNSE/PAGEIND,Page Industries Ltd. (PAGEIND) Adjusted Stock Prices
XNSE/N8IIFLFIN,India Infoline Finance Ltd (N8IIFLFIN) Adjusted Stock Prices
XNSE/SHARIABEES,Goldman Sachs Asset Management (India) Pvt. Ltd. (SHARIABEES) Adjusted Stock Prices
XNSE/NUCLEUS,Nucleus Software Exports Ltd. (NUCLEUS) Adjusted Stock Prices
XNSE/BROOKS,Brooks Laboratories Ltd (BROOKS) Adjusted Stock Prices
XNSE/SERVALL,Servalakshmi Paper Ltd (SERVALL) Adjusted Stock Prices
XNSE/PEL,Piramal Enterprises Ltd (PEL) Adjusted Stock Prices
XNSE/JSL,Jindal Stainless Ltd (JSL) Adjusted Stock Prices
XNSE/N8SRTRANSFIN,Shriram Transport Finance Co. Ltd. (N8SRTRANSFIN) Adjusted Stock Prices
XNSE/KSL,Kalyani Steels Ltd. (KSL) Adjusted Stock Prices
XNSE/ESL,Electrosteel Steels Ltd (ESL) Adjusted Stock Prices
XNSE/SICAL,Sical Logistics Ltd (SICAL) Adjusted Stock Prices
XNSE/PROZONINTU,Prozone Intu Properties Ltd (PROZONINTU) Adjusted Stock Prices
XNSE/GOENKA,Goenka Diamond & Jewels Limited (GOENKA) Adjusted Stock Prices
XNSE/GUJRATGAS,Gujarat Gas Co. Ltd.
XNSE/ELGIRUBCO,Elgi Rubber Co Ltd (ELGIRUBCO) Adjusted Stock Prices
XNSE/JAIBALAJI,Jai Balaji Industries Ltd. (JAIBALAJI) Adjusted Stock Prices
XNSE/UGARSUGAR,Ugar Sugar Works Ltd. (UGARSUGAR) Adjusted Stock Prices
XNSE/ABGSHIP,ABG Shipyard Ltd. (ABGSHIP) Adjusted Stock Prices
XNSE/SANGHIIND,Sanghi Industries Ltd. (SANGHIIND) Adjusted Stock Prices
XNSE/NBSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NBSRTRANSFIN) Adjusted Stock Prices
XNSE/SUBROS,Subros Ltd. (SUBROS) Adjusted Stock Prices
XNSE/TATACOFFEE,Tata Coffee Ltd. (TATACOFFEE) Adjusted Stock Prices
XNSE/ATLASCYCLE,Atlas Cycles(Haryana) Ltd. (ATLASCYCLE) Adjusted Stock Prices
XNSE/NIBL,NRB Industrial Bearings Ltd (NIBL) Adjusted Stock Prices
XNSE/ANGIND,ANG Industries Ltd (ANGIND) Adjusted Stock Prices
XNSE/N3SHRIRAMCIT,Shriram City Union Finance Ltd. (N3SHRIRAMCIT) Adjusted Stock Prices
XNSE/KARURKCP,Karur K.C.P. Packkagings Ltd.
XNSE/N5MUTHOOTFIN,Muthoot Finance Ltd. (N5MUTHOOTFIN) Adjusted Stock Prices
XNSE/APARINDS,Apar Industries Ltd. (APARINDS) Adjusted Stock Prices
XNSE/CAPF,Capital First Ltd. (CAPF) Adjusted Stock Prices
XNSE/VASWANI,Vaswani Industries Ltd (VASWANI) Adjusted Stock Prices
XNSE/ARCHIES,Archies Ltd. (ARCHIES) Adjusted Stock Prices
XNSE/MFRFHFXXI29G,Reliance Capital Asset Management Ltd (MFRFHFXXI29G) Adjusted Stock Prices
XNSE/N5NHPC,NHPC Limited (N5NHPC) Adjusted Stock Prices
XNSE/MANJUSHREE,Manjushree Technopack Ltd
XNSE/ITBDR,BDR Buildcon Ltd (ITBDR) Adjusted Stock Prices
XNSE/ISFT,Intrasoft Technologies Limited (ISFT) Adjusted Stock Prices
XNSE/JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd. (JAGSNPHARM) Adjusted Stock Prices
XNSE/REFEX,Refex Industries Ltd. (REFEX) Adjusted Stock Prices
XNSE/MFFTFTF14BGR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF14BGR) Adjusted Stock Prices
XNSE/GVKPIL,GVK Power & Infrastructure Ltd. (GVKPIL) Adjusted Stock Prices
XNSE/APCOTEXIND,Apcotex Industries Ltd (APCOTEXIND) Adjusted Stock Prices
XNSE/PAVCI,Panasonic AVC Networks India Co. Ltd. (PAVCI) Adjusted Stock Prices
XNSE/COMPUTECH,Computech International Ltd. (COMPUTECH) Adjusted Stock Prices
XNSE/ABIRLANUVO,Aditya Birla Nuvo Ltd. (ABIRLANUVO) Adjusted Stock Prices
XNSE/NCLIND,NCL Industries Ltd. (NCLIND) Adjusted Stock Prices
XNSE/BIL,Bhartiya International Ltd. (BIL) Adjusted Stock Prices
XNSE/CHROMATIC,Chromatic India Ltd. (CHROMATIC) Adjusted Stock Prices
XNSE/USHERAGRO,Usher Agro Ltd. (USHERAGRO) Adjusted Stock Prices
XNSE/ALICON,Alicon Castalloy Ltd (ALICON) Adjusted Stock Prices
XNSE/OMNITECH,Omnitech Infosolutions Ltd. (OMNITECH) Adjusted Stock Prices
XNSE/BAGFILMS,B.A.G. Films & Media Ltd. (BAGFILMS) Adjusted Stock Prices
XNSE/CMAHENDRA,C. Mahendra Ltd (CMAHENDRA) Adjusted Stock Prices
XNSE/KPIT,KPIT Technologies Ltd (KPIT) Adjusted Stock Prices
XNSE/GTNTEX,GTN Textiles Ltd. (GTNTEX) Adjusted Stock Prices
XNSE/GEECEE,GeeCee Ventures Ltd (GEECEE) Adjusted Stock Prices
XNSE/MFIDR1AGD,IDBI Asset Management Ltd (MFIDR1AGD) Adjusted Stock Prices
XNSE/TWL,Titagarh Wagons Ltd (TWL) Adjusted Stock Prices
XNSE/RATNAMANI,Ratnamani Metals & Tubes Ltd. (RATNAMANI) Adjusted Stock Prices
XNSE/ALEMBICLTD,Alembic Ltd. (ALEMBICLTD) Adjusted Stock Prices
XNSE/PKTEA,Peria Karamalai Tea & Produce Co Ltd (PKTEA) Adjusted Stock Prices
XNSE/AMBUJACEM,Ambuja Cements Ltd (AMBUJACEM) Adjusted Stock Prices
XNSE/HIMATSEIDE,Himatsingka Seide Ltd. (HIMATSEIDE) Adjusted Stock Prices
XNSE/ASTEC,Astec Lifesciences Limited (ASTEC) Adjusted Stock Prices
XNSE/LINCPEN,Linc Pen & Plastics Ltd. (LINCPEN) Adjusted Stock Prices
XNSE/CYBERMEDIA,Cyber Media (India) Ltd. (CYBERMEDIA) Adjusted Stock Prices
XNSE/GENUSPOWER,Genus Power Infrastructures Ltd (GENUSPOWER) Adjusted Stock Prices
XNSE/RANEBRAKE,Rane Brake Linings Ltd.
XNSE/GSCLCEMENT,Gujarat Sidhee Cement Ltd. (GSCLCEMENT) Adjusted Stock Prices
XNSE/LML,LML Ltd. (LML) Adjusted Stock Prices
XNSE/BAYERCROP,Bayer CropScience Ltd. (BAYERCROP) Adjusted Stock Prices
XNSE/CONCOR,Container Corporation of India Ltd. (CONCOR) Adjusted Stock Prices
XNSE/HONAUT,Honeywell Automation India Ltd. (HONAUT) Adjusted Stock Prices
XNSE/SOMATEX,Soma Textiles & Industries Ltd. (SOMATEX) Adjusted Stock Prices
XNSE/MMTC,MMTC Ltd. (MMTC) Adjusted Stock Prices
XNSE/OIL,Oil India Ltd (OIL) Adjusted Stock Prices
XNSE/SBIN,State Bank of India (SBIN) Adjusted Stock Prices
XNSE/INDBANK,Indbank Merchant Banking Services Ltd. (INDBANK) Adjusted Stock Prices
XNSE/BAJAJFINSV,Bajaj Finserv Ltd (BAJAJFINSV) Adjusted Stock Prices
XNSE/WHEELS,Wheels India Ltd. (WHEELS) Adjusted Stock Prices
XNSE/N6NHBTF2014,National Housing Bank (N6NHBTF2014) Adjusted Stock Prices
XNSE/PAEL,PAE Ltd. (PAEL) Adjusted Stock Prices
XNSE/SHRIASTER,Shri Aster Silicates Ltd (SHRIASTER) Adjusted Stock Prices
XNSE/SIGROUPIND,SI Group - India Ltd. (SIGROUPIND) Adjusted Stock Prices
XNSE/SSWL,Steel Strips Wheels Ltd. (SSWL) Adjusted Stock Prices
XNSE/SMTHEJO,Thejo Engineering Ltd (SMTHEJO) Adjusted Stock Prices
XNSE/E2TV_18,Television Eighteen India Ltd. (E2TV.18) Adjusted Stock Prices
XNSE/GSFC,Gujarat State Fertilizers & Chemicals Ltd. (GSFC) Adjusted Stock Prices
XNSE/VIVIMEDLAB,Vivimed Labs Ltd. (VIVIMEDLAB) Adjusted Stock Prices
XNSE/MERCK,Merck Ltd. (MERCK) Adjusted Stock Prices
XNSE/PARASPETRO,Paras Petrofils Ltd. (PARASPETRO) Adjusted Stock Prices
XNSE/IMPEXFERRO,Impex Ferro Tech Ltd. (IMPEXFERRO) Adjusted Stock Prices
XNSE/KSOILS,K.S. Oils Ltd.
XNSE/UFO,UFO Moviez India Ltd. (UFO) Adjusted Stock Prices
XNSE/TECHNO,Techno Electric & Engineering Co. Ltd. (TECHNO) Adjusted Stock Prices
XNSE/YOKOGAWA,Yokogawa India Ltd. (YOKOGAWA) Adjusted Stock Prices
XNSE/GAYAPROJ,Gayatri Projects Ltd. (GAYAPROJ) Adjusted Stock Prices
XNSE/NICCO,NICCO Corporation Ltd. (NICCO) Adjusted Stock Prices
XNSE/VIDEOIND,Videocon Industries Ltd. (VIDEOIND) Adjusted Stock Prices
XNSE/VIKASHMET,Vikash Metal & Power Ltd.
XNSE/KAJARIACER,Kajaria Ceramics Ltd. (KAJARIACER) Adjusted Stock Prices
XNSE/MURUDCERA,Murudeshwar Ceramics Ltd. (MURUDCERA) Adjusted Stock Prices
XNSE/KEC,KEC International Ltd. (KEC) Adjusted Stock Prices
XNSE/TANTIACONS,Tantia Constructions Ltd. (TANTIACONS) Adjusted Stock Prices
XNSE/TIMBOR,Timbor Home Ltd (TIMBOR) Adjusted Stock Prices
XNSE/ESSELPACK,Essel Propack Ltd (ESSELPACK) Adjusted Stock Prices
XNSE/LLOYDFIN,Lloyds Finance Ltd. (LLOYDFIN) Adjusted Stock Prices
XNSE/DALMIASUG,Dalmia Bharat Sugar and Industries Ltd (DALMIASUG) Adjusted Stock Prices
XNSE/DCM,DCM Ltd. (DCM) Adjusted Stock Prices
XNSE/NAGAROIL,Nagarjuna Oil Refinery Ltd (NAGAROIL) Adjusted Stock Prices
XNSE/ANANTRAJ,Anant Raj Ltd. (ANANTRAJ) Adjusted Stock Prices
XNSE/JKIL,J.Kumar Infraprojects Ltd (JKIL) Adjusted Stock Prices
XNSE/CORPBANK,Corporation Bank (CORPBANK) Adjusted Stock Prices
XNSE/HMVL,Hindustan Media Ventures Limited (HMVL) Adjusted Stock Prices
XNSE/N5SRTRANSFIN,Shriram Transport Finance Co. Ltd. (N5SRTRANSFIN) Adjusted Stock Prices
XNSE/GULPOLY,Gulshan Polyols Ltd (GULPOLY) Adjusted Stock Prices
XNSE/SARLAPOLY,Sarla Performance Fibers Ltd. (SARLAPOLY) Adjusted Stock Prices
XNSE/KAYA,Kaya Ltd. (KAYA) Adjusted Stock Prices
XNSE/GOLDSHARE,Unit Trust of India (GOLDSHARE) Adjusted Stock Prices
XNSE/JPOLYINVST,Jindal Poly Investment & Finance Co. Ltd. (JPOLYINVST) Adjusted Stock Prices
XNSE/JAYAGROGN,Jayant Agro-Organics Ltd. (JAYAGROGN) Adjusted Stock Prices
XNSE/N6MUTHOOTFIN,Muthoot Finance Ltd. (N6MUTHOOTFIN) Adjusted Stock Prices
XNSE/CANDC,C & C Constructions Ltd. (CANDC) Adjusted Stock Prices
XNSE/GRAPHITE,Graphite India Ltd (GRAPHITE) Adjusted Stock Prices
XNSE/RELIGAREGO,Invesco Asset Management (India) Pvt. Ltd. (RELIGAREGO) Adjusted Stock Prices
XNSE/ARSSINFRA,ARSS Infrastructure Projects Ltd. (ARSSINFRA) Adjusted Stock Prices
XNSE/BLKASHYAP,B.L. Kashyap & Sons Ltd. (BLKASHYAP) Adjusted Stock Prices
XNSE/GSLNOVA,Nova Petrochemicals Ltd
XNSE/N5TCFSL,Tata Capital Financial Services Limited (N5TCFSL) Adjusted Stock Prices
XNSE/GRANULES,Granules India Ltd. (GRANULES) Adjusted Stock Prices
XNSE/TI,Tilaknagar Industries Ltd. (TI) Adjusted Stock Prices
XNSE/XCHANGING,Xchanging Solution Ltd (XCHANGING) Adjusted Stock Prices
XNSE/WONDERLA,Wonderla Holidays Ltd (WONDERLA) Adjusted Stock Prices
XNSE/JINDALPHOT,Jindal Photo Ltd. (JINDALPHOT) Adjusted Stock Prices
XNSE/GREENLAM,Greenlam Industries Ltd. (GREENLAM) Adjusted Stock Prices
XNSE/PEPL,Pearl Engineering Polymers Ltd. (PEPL) Adjusted Stock Prices
XNSE/SRICHAMUND,Sri Chamundeswari Sugars Ltd (SRICHAMUND) Adjusted Stock Prices
XNSE/ZICOM,Zicom Electronic Security Systems Ltd. (ZICOM) Adjusted Stock Prices
XNSE/N8SHRIRAMCIT,Shriram City Union Finance Ltd. (N8SHRIRAMCIT) Adjusted Stock Prices
XNSE/MVL,MVL Ltd (MVL) Adjusted Stock Prices
XNSE/GRABALALK,Grabal Alok Impex Ltd.
XNSE/JHS,JHS Svendgaard Laboratories Ltd. (JHS) Adjusted Stock Prices
XNSE/JYOTISTRUC,Jyoti Structures Ltd. (JYOTISTRUC) Adjusted Stock Prices
XNSE/VTMLTD,VTM Ltd.
XNSE/HINDOILEXP,Hindustan Oil Exploration Co. Ltd. (HINDOILEXP) Adjusted Stock Prices
XNSE/MFUKBCCP3RG,Union KBC Asset Management Company Private Limited (MFUKBCCP3RG) Adjusted Stock Prices
XNSE/VINCARDS,Vintage Cards & Creations Ltd. (VINCARDS) Adjusted Stock Prices
XNSE/MALCO,Madras Aluminium Co Ltd
XNSE/SREINFRA,SREI Infrastructure Finance Ltd. (SREINFRA) Adjusted Stock Prices
XNSE/ORCHIDCHEM,Orchid Pharma Ltd (ORCHIDCHEM) Adjusted Stock Prices
XNSE/IFBAGRO,IFB Agro Industries Ltd. (IFBAGRO) Adjusted Stock Prices
XNSE/ISENSEX,ICICI Prudential Asset Management Company Ltd. (ISENSEX) Adjusted Stock Prices
XNSE/KSCL,Kaveri Seed Co. Ltd. (KSCL) Adjusted Stock Prices
XNSE/SRSLTD,SRS Ltd (SRSLTD) Adjusted Stock Prices
XNSE/ORIENTCEM,Orient Cement Ltd (ORIENTCEM) Adjusted Stock Prices
XNSE/PARAPRINT,Paramount Printpackaging Ltd (PARAPRINT) Adjusted Stock Prices
XNSE/AMDIND,AMD Industries Ltd. (AMDIND) Adjusted Stock Prices
XNSE/SPENTEX,Spentex Industries Ltd. (SPENTEX) Adjusted Stock Prices
XNSE/HANUNG,Hanung Toys & Textiles Ltd. (HANUNG) Adjusted Stock Prices
XNSE/UTTAMSTL,Uttam Galva Steels Ltd. (UTTAMSTL) Adjusted Stock Prices
XNSE/HOTELRUGBY,Hotel Rugby Ltd. (HOTELRUGBY) Adjusted Stock Prices
XNSE/KOTAKGOLD,Kotak Mahindra Asset Management Company Ltd (KOTAKGOLD) Adjusted Stock Prices
XNSE/KARURVYSYA,Karur Vysya Bank Ltd. (KARURVYSYA) Adjusted Stock Prices
XNSE/INDIAGLYCO,India Glycols Ltd. (INDIAGLYCO) Adjusted Stock Prices
XNSE/HARITASEAT,Harita Seating Systems Ltd. (HARITASEAT) Adjusted Stock Prices
XNSE/CANBK,Canara Bank (CANBK) Adjusted Stock Prices
XNSE/MFIDFCD1196,IDFC Asset Management Company Limited (MFIDFCD1196) Adjusted Stock Prices
XNSE/BLUEBIRD,Blue Bird (India) Ltd.
XNSE/SAMRUDDHI,Samrudhhi Cement Ltd
XNSE/SICAGEN,Sicagen India Ltd (SICAGEN) Adjusted Stock Prices
XNSE/SUJANATWR,Neueon Towers Ltd. (SUJANATWR) Adjusted Stock Prices
XNSE/MFSDAFIIIGR,SBI Funds Management Private Limited (MFSDAFIIIGR) Adjusted Stock Prices
XNSE/TATACOMM,Tata Communications Ltd. (TATACOMM) Adjusted Stock Prices
XNSE/RANBAXY,Ranbaxy Laboratories Ltd.
XNSE/NSSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NSSRTRANSFIN) Adjusted Stock Prices
XNSE/RICOAUTO,Rico Auto Industries Ltd. (RICOAUTO) Adjusted Stock Prices
XNSE/SHRIRAMCIT,Shriram City Union Finance Ltd. (SHRIRAMCIT) Adjusted Stock Prices
XNSE/CRANESSOFT,Cranes Software International Ltd.
XNSE/ELECTCAST,Electrosteel Castings Ltd. (ELECTCAST) Adjusted Stock Prices
XNSE/HERITGFOOD,Heritage Foods Ltd (HERITGFOOD) Adjusted Stock Prices
